figure,factor,curve_name,x_value,x_units,y_value,y_units,source_page,digitization_method,notes
Figure 3,KHe,E_prime_ksi=2.0,0.038459,tw/D,690.808622,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.04,tw/D,647.032019,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.040891,tw/D,623.302934,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.043323,tw/D,562.72457,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.044454,tw/D,536.994762,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=endpoint/control | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.045,tw/D,530.01545,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.045755,tw/D,520.360043,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.048187,tw/D,489.236634,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.05,tw/D,465.990229,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.050619,tw/D,458.045031,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.053052,tw/D,426.853299,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.055,tw/D,402.015428,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.055484,tw/D,395.851634,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.057916,tw/D,365.13241,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.06,tw/D,338.874442,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.060348,tw/D,334.493243,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.06278,tw/D,303.854203,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.065,tw/D,275.851875,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.065212,tw/D,273.136749,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.067644,tw/D,241.974166,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.07,tw/D,211.871511,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.070076,tw/D,210.900206,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.072508,tw/D,180.161791,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.07494,tw/D,150.191905,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.075,tw/D,149.467395,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.077372,tw/D,121.061451,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.079804,tw/D,92.655119,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=endpoint/control;uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
