figure,factor,curve_name,x_value,y_value,point_type,page_x_pdf_points,page_y_pdf_points,source_page,notes
Figure 10,NH,H_ft=6,31.299004,1.203019,uniform_sample,398.489754,251.922951,PDF page 25 / API page 19,point_type=uniform_sample
Figure 10,NH,H_ft=6,32.636628,1.209709,uniform_sample,408.768824,250.866036,PDF page 25 / API page 19,point_type=uniform_sample
Figure 10,NH,H_ft=6,33.974253,1.216325,uniform_sample,418.914706,249.82063,PDF page 25 / API page 19,point_type=uniform_sample
Figure 10,NH,H_ft=6,35.311877,1.222626,uniform_sample,428.555515,248.825078,PDF page 25 / API page 19,point_type=uniform_sample
Figure 10,NH,H_ft=6,36.649501,1.229154,uniform_sample,438.520904,247.793592,PDF page 25 / API page 19,point_type=uniform_sample
Figure 10,NH,H_ft=6,37.987126,1.235933,uniform_sample,448.840677,246.722566,PDF page 25 / API page 19,point_type=uniform_sample
Figure 10,NH,H_ft=6,39.32475,1.242509,uniform_sample,458.822638,245.683586,PDF page 25 / API page 19,point_type=uniform_sample
Figure 10,NH,H_ft=6,40.662375,1.248849,uniform_sample,468.417139,244.681826,PDF page 25 / API page 19,point_type=uniform_sample
Figure 10,NH,H_ft=6,40.739969,1.249202,endpoint/control,468.950989,244.626007,PDF page 25 / API page 19,point_type=endpoint/control
Figure 10,NH,H_ft=6,41.999999,1.258886,endpoint/control;uniform_sample,477.619995,243.096008,PDF page 25 / API page 19,point_type=endpoint/control;uniform_sample
Figure 11,KLr,Er_ksi=10,0.01005,384.80978,endpoint/control;uniform_sample,208.746002,522.169006,PDF page 25 / API page 19,point_type=endpoint/control;uniform_sample
Figure 11,KLr,Er_ksi=10,0.0103,381.395853,spreadsheet_x,209.7694,523.604904,PDF page 25 / API page 19,point_type=spreadsheet_x
Figure 11,KLr,Er_ksi=10,0.012382,360.112414,uniform_sample,218.301149,532.556719,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.014714,342.972257,uniform_sample,227.856251,539.729324,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.015,341.117247,spreadsheet_x,229.03,540.499896,PDF page 25 / API page 19,point_type=spreadsheet_x
Figure 11,KLr,Er_ksi=10,0.017045,329.009448,uniform_sample,237.411394,545.529475,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.019377,317.045645,uniform_sample,246.966536,550.499239,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.02,314.10277,spreadsheet_x;annex_control_x,249.52,551.721709,PDF page 25 / API page 19,point_type=spreadsheet_x;annex_control_x
Figure 11,KLr,Er_ksi=10,0.021709,306.292408,uniform_sample,256.70962,554.966134,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.02404,296.60606,uniform_sample,266.521246,558.989843,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.026372,288.008221,uniform_sample,276.181923,562.558987,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.028704,280.404382,uniform_sample,285.737066,565.716101,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.029072,279.308725,endpoint/control,287.248982,566.171017,PDF page 25 / API page 19,point_type=endpoint/control
Figure 11,KLr,Er_ksi=10,0.03,276.452651,spreadsheet_x,291.051258,567.356859,PDF page 25 / API page 19,point_type=spreadsheet_x
Figure 11,KLr,Er_ksi=10,0.031035,273.286106,uniform_sample,295.348109,568.671609,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.033367,266.371842,uniform_sample,305.029161,571.542411,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.035699,259.770774,uniform_sample,314.672453,574.283174,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.03803,253.491065,uniform_sample,324.227596,576.89051,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.040362,247.415963,uniform_sample,333.842534,579.412892,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.042693,241.148734,uniform_sample,343.779612,581.919452,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.045025,235.18525,uniform_sample,353.717104,584.331085,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.047357,229.662589,uniform_sample,363.268125,586.564449,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.049688,224.332628,uniform_sample,372.823268,588.719885,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.05,223.634719,spreadsheet_x,374.1,589.002119,PDF page 25 / API page 19,point_type=spreadsheet_x
Figure 11,KLr,Er_ksi=10,0.05202,219.130888,uniform_sample,382.487497,590.823469,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.054352,214.101244,uniform_sample,392.168549,592.857457,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.056683,209.292175,uniform_sample,401.758655,594.802244,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.059015,204.665441,uniform_sample,411.313798,596.673296,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.061347,200.163872,uniform_sample,420.944358,598.49373,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.063678,195.839921,uniform_sample,430.630074,600.259932,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.06601,191.717777,uniform_sample,440.259185,601.952399,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.068342,187.768589,uniform_sample,449.814328,603.569986,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.070673,183.927586,uniform_sample,459.479903,605.143261,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.073005,180.143973,uniform_sample,469.417438,606.693029,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.075337,176.564857,uniform_sample,479.27451,608.159035,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.077668,173.394154,uniform_sample,488.486626,609.457755,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=10,0.08,170.433559,endpoint/control;spreadsheet_x;uniform_sample,497.743894,610.670414,PDF page 25 / API page 19,point_type=endpoint/control;spreadsheet_x;uniform_sample
Figure 11,KLr,Er_ksi=20,0.010416,260.040895,endpoint/control;uniform_sample,210.246002,574.171021,PDF page 25 / API page 19,point_type=endpoint/control;uniform_sample
Figure 11,KLr,Er_ksi=20,0.012736,244.52832,uniform_sample,219.751144,580.552747,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.015,234.317949,spreadsheet_x,229.03,584.681821,PDF page 25 / API page 19,point_type=spreadsheet_x
Figure 11,KLr,Er_ksi=20,0.015055,234.098051,uniform_sample,229.256251,584.770748,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.017375,225.618933,uniform_sample,238.761398,588.199704,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.019694,218.267588,uniform_sample,248.266545,591.172587,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.02,217.361365,spreadsheet_x,249.52,591.539064,PDF page 25 / API page 19,point_type=spreadsheet_x
Figure 11,KLr,Er_ksi=20,0.022014,211.547987,uniform_sample,257.993145,593.889994,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.024333,205.428371,uniform_sample,267.753432,596.364767,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.026652,199.932883,uniform_sample,277.331945,598.587142,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.028972,195.039942,uniform_sample,286.837051,600.59164,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.029072,194.843762,endpoint/control,287.248982,600.671995,PDF page 25 / API page 19,point_type=endpoint/control
Figure 11,KLr,Er_ksi=20,0.03,193.202725,spreadsheet_x,291.058506,601.344164,PDF page 25 / API page 19,point_type=spreadsheet_x
Figure 11,KLr,Er_ksi=20,0.031291,190.913798,uniform_sample,296.411934,602.281708,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.033611,186.850031,uniform_sample,306.042332,603.946227,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.03593,182.8786,uniform_sample,315.622451,605.572925,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.03825,179.010561,uniform_sample,325.127598,607.157274,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.040569,175.181795,uniform_sample,334.72008,608.725537,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.042889,171.314984,uniform_sample,344.611597,610.309383,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.045208,167.550492,uniform_sample,354.462391,611.851318,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.047528,164.001278,uniform_sample,363.968146,613.305076,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.049847,160.538519,uniform_sample,373.473252,614.723423,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.05,160.313324,spreadsheet_x,374.1,614.815663,PDF page 25 / API page 19,point_type=spreadsheet_x
Figure 11,KLr,Er_ksi=20,0.052167,157.124188,uniform_sample,383.095391,616.121933,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.054486,153.803637,uniform_sample,392.725789,617.48203,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.056805,150.61684,uniform_sample,402.258652,618.787342,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.059125,147.543563,uniform_sample,411.763799,620.046157,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.061444,144.559234,uniform_sample,421.34983,621.269626,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.063764,141.679558,uniform_sample,430.984825,622.449717,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.066083,138.948408,uniform_sample,440.559199,623.568942,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.068403,136.376527,uniform_sample,450.064347,624.622899,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.070722,133.929786,uniform_sample,459.687889,625.625574,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.073042,131.603532,uniform_sample,469.573427,626.578872,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.075361,129.520069,uniform_sample,479.360563,627.432676,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.077681,127.818064,uniform_sample,488.534938,628.130157,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=20,0.08,126.496284,endpoint/control;spreadsheet_x;uniform_sample,497.725794,628.671823,PDF page 25 / API page 19,point_type=endpoint/control;spreadsheet_x;uniform_sample
Figure 11,KLr,Er_ksi=5,0.010172,550.23092,endpoint/control;uniform_sample,209.246002,453.666016,PDF page 25 / API page 19,point_type=endpoint/control;uniform_sample
Figure 11,KLr,Er_ksi=5,0.0103,548.529787,spreadsheet_x,209.7694,454.358377,PDF page 25 / API page 19,point_type=spreadsheet_x
Figure 11,KLr,Er_ksi=5,0.0125,522.666216,uniform_sample,218.784467,464.961385,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.014827,500.145359,uniform_sample,228.322931,474.190432,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.015,498.624251,spreadsheet_x,229.03,474.813782,PDF page 25 / API page 19,point_type=spreadsheet_x
Figure 11,KLr,Er_ksi=5,0.017155,481.258004,uniform_sample,237.861395,482.031677,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.019483,464.856116,uniform_sample,247.399859,488.841741,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.02,461.492715,spreadsheet_x,249.52,490.238225,PDF page 25 / API page 19,point_type=spreadsheet_x
Figure 11,KLr,Er_ksi=5,0.02181,450.145384,uniform_sample,257.137448,494.949637,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.024138,437.091332,uniform_sample,266.931947,500.372261,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.026465,425.763713,uniform_sample,276.56525,505.077754,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.028793,415.997965,uniform_sample,286.103755,509.134445,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.029805,412.30613,endpoint/control,290.249005,510.668034,PDF page 25 / API page 19,point_type=endpoint/control
Figure 11,KLr,Er_ksi=5,0.03,411.461052,spreadsheet_x,291.05,511.019079,PDF page 25 / API page 19,point_type=spreadsheet_x
Figure 11,KLr,Er_ksi=5,0.031121,407.100042,uniform_sample,295.702731,512.830643,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.033448,398.366931,uniform_sample,305.366885,516.458377,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.035776,389.904866,uniform_sample,314.989146,520.026014,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.038103,381.541741,uniform_sample,324.52761,523.543544,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.040431,373.143981,uniform_sample,334.136752,527.075642,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.042759,364.494156,uniform_sample,344.05694,530.713758,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.045086,355.859247,uniform_sample,353.977129,534.345601,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.047414,347.579551,uniform_sample,363.501466,537.827926,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.049741,339.162956,uniform_sample,373.039929,541.311708,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.05,338.231402,spreadsheet_x,374.1,541.698676,PDF page 25 / API page 19,point_type=spreadsheet_x
Figure 11,KLr,Er_ksi=5,0.052069,330.685743,uniform_sample,382.690114,544.833142,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.054397,322.202823,uniform_sample,392.354268,548.356947,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.056724,313.80728,uniform_sample,401.925321,551.844456,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.059052,305.445302,uniform_sample,411.463785,555.318022,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.061379,297.01955,uniform_sample,421.079488,558.817832,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.063707,288.547086,uniform_sample,430.748338,562.33525,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.066034,280.130084,uniform_sample,440.359217,565.829989,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.068362,271.780076,uniform_sample,449.897681,569.296912,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.07069,263.334471,uniform_sample,459.549246,572.803528,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.073017,254.657291,uniform_sample,469.469434,576.406293,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.075345,245.920093,uniform_sample,479.340916,579.989914,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.077672,237.698961,uniform_sample,488.502744,583.31454,PDF page 25 / API page 19,point_type=uniform_sample
Figure 11,KLr,Er_ksi=5,0.08,229.420272,endpoint/control;spreadsheet_x;uniform_sample,497.733326,586.662442,PDF page 25 / API page 19,point_type=endpoint/control;spreadsheet_x;uniform_sample
Figure 12,GLr,H_ft=10,1.912287,1.717088,endpoint/control;uniform_sample,192.496002,201.242004,PDF page 26 / API page 20,point_type=endpoint/control;uniform_sample
Figure 12,GLr,H_ft=10,2.0,1.68224,spreadsheet_x,193.06,204.219393,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=10,3.245755,1.281667,uniform_sample,202.004522,238.750065,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,4.0,1.124322,spreadsheet_x,207.42,251.986608,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=10,4.29714,1.07929,endpoint/control,209.497009,255.744003,PDF page 26 / API page 20,point_type=endpoint/control
Figure 12,GLr,H_ft=10,4.579224,1.038048,uniform_sample,211.468774,259.185278,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,5.912692,0.92547,uniform_sample,220.789719,268.742763,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,6.0,0.920036,spreadsheet_x,221.4,269.208124,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=10,7.246161,0.854696,uniform_sample,230.116895,274.803807,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,7.94396,0.826191,endpoint/control,234.998001,277.244995,PDF page 26 / API page 20,point_type=endpoint/control
Figure 12,GLr,H_ft=10,8.0,0.823262,spreadsheet_x,235.39,277.495858,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=10,8.579629,0.806978,uniform_sample,239.548841,278.890364,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,9.913098,0.780328,uniform_sample,249.116478,281.172683,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,10.0,0.778737,spreadsheet_x,249.74,281.308971,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=10,11.246567,0.756508,uniform_sample,258.846169,283.212696,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,12.0,0.743682,spreadsheet_x,264.35,284.311085,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=10,12.580035,0.734352,uniform_sample,268.442148,285.110106,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,13.913504,0.712725,uniform_sample,277.849769,286.905547,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,15.246972,0.69158,uniform_sample,287.407027,288.684314,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,16.580441,0.671035,uniform_sample,296.870185,290.412559,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,17.91391,0.651085,uniform_sample,306.197797,292.090708,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,19.247378,0.630906,uniform_sample,315.749938,293.788203,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,20.580847,0.6109,uniform_sample,325.32048,295.471075,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,21.914315,0.591067,uniform_sample,334.894784,297.139456,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,23.247784,0.571239,uniform_sample,344.543955,298.807358,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,24.581252,0.551836,uniform_sample,354.052955,300.439519,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,25.914721,0.532935,uniform_sample,363.3739,302.029468,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,26.0,0.53173,spreadsheet_x,363.97,302.130873,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=10,27.24819,0.513663,uniform_sample,372.932002,303.650653,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,28.581658,0.494751,uniform_sample,382.360892,305.241529,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,29.915127,0.473856,uniform_sample,391.601829,306.793234,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,31.248595,0.452923,uniform_sample,401.148672,308.389151,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,32.582064,0.432028,uniform_sample,410.71922,309.982159,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,33.915533,0.411211,uniform_sample,420.293524,311.569302,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,35.249001,0.389976,uniform_sample,430.098894,313.188259,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,36.58247,0.369185,uniform_sample,439.736412,314.773336,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,37.915938,0.348981,uniform_sample,449.137366,316.313715,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,39.249407,0.328505,uniform_sample,458.700742,317.874758,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,40.582876,0.307018,uniform_sample,468.779234,319.512982,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=10,41.916344,0.284273,endpoint/control;uniform_sample,479.506989,321.247009,PDF page 26 / API page 20,point_type=endpoint/control;uniform_sample
Figure 12,GLr,H_ft=14,1.912287,1.252948,endpoint/control;uniform_sample,192.496002,241.244019,PDF page 26 / API page 20,point_type=endpoint/control;uniform_sample
Figure 12,GLr,H_ft=14,2.0,1.227603,spreadsheet_x,193.06,243.36882,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=14,3.247827,0.955319,uniform_sample,202.019396,266.186438,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,4.0,0.853565,spreadsheet_x,207.42,274.900698,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=14,4.583367,0.792374,uniform_sample,211.497736,280.14106,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,5.918907,0.685571,uniform_sample,220.833162,289.189755,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,6.0,0.680279,spreadsheet_x,221.4,289.634944,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=14,7.254448,0.61279,uniform_sample,230.174861,295.312131,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,8.0,0.583892,spreadsheet_x,235.39,297.743035,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=14,8.589988,0.565972,uniform_sample,239.623163,299.250456,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,9.548153,0.548193,endpoint/control,246.498001,300.746033,PDF page 26 / API page 20,point_type=endpoint/control
Figure 12,GLr,H_ft=14,9.925528,0.541612,uniform_sample,249.205664,301.299584,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,10.0,0.5406,spreadsheet_x,249.74,301.38472,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=14,11.261068,0.525195,uniform_sample,258.952104,302.680581,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,12.0,0.516856,spreadsheet_x,264.35,303.382113,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=14,12.596609,0.51051,uniform_sample,268.559074,303.915911,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,13.932149,0.496614,uniform_sample,277.981311,305.084794,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,15.267689,0.482787,uniform_sample,287.55567,306.247933,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,16.603229,0.466125,uniform_sample,297.02959,307.382594,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,17.93877,0.451602,uniform_sample,306.371694,308.48983,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,19.27431,0.436844,uniform_sample,315.943174,309.614982,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,20.60985,0.422165,uniform_sample,325.528725,310.734145,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,21.945391,0.407562,uniform_sample,335.117904,311.847463,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,23.280931,0.392913,uniform_sample,344.783939,312.964293,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,24.616471,0.378553,uniform_sample,354.299133,314.05909,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,25.952011,0.364516,uniform_sample,363.634559,315.129301,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,26.0,0.364012,spreadsheet_x,363.97,315.167693,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=14,27.287552,0.350157,uniform_sample,373.21462,316.223999,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,28.623092,0.336061,uniform_sample,382.648027,317.298707,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,29.958632,0.322268,uniform_sample,391.903321,318.350317,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,31.294172,0.308037,uniform_sample,401.475687,319.435248,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,32.629713,0.293821,uniform_sample,411.061337,320.51912,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,33.965253,0.279631,uniform_sample,420.650516,321.600961,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,35.300793,0.265116,uniform_sample,430.480342,322.707573,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,36.636333,0.250917,uniform_sample,440.116151,323.790079,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,37.971874,0.237071,uniform_sample,449.53171,324.84573,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,39.307414,0.228675,uniform_sample,459.117233,325.918276,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=14,40.642954,0.21694,uniform_sample,469.262567,327.050954,PDF page 26 / API page 20,point_type=uniform_sample
